_u,_v,re(NearEX)[V_per_meter],im(NearEX)[V_per_meter],re(NearEY)[V_per_meter],im(NearEY)[V_per_meter]
-0.1,-0.1,-2.58089,-0.126605,52.2663,-6.92618
-0.095,-0.1,-2.44212,-0.811268,54.4121,9.09647
-0.09,-0.1,-2.13572,-1.3976,51.8946,25.0092
-0.085,-0.1,-1.71019,-1.85088,45.1946,39.5078
-0.08,-0.1,-1.21729,-2.15536,35.1158,51.6047
-0.075,-0.1,-0.705897,-2.31222,22.6379,60.679
-0.07,-0.1,-0.217373,-2.33502,8.76557,66.4687
-0.065,-0.1,0.215266,-2.24611,-5.55869,69.0741
-0.06,-0.1,0.572211,-2.07625,-19.4969,68.7142
-0.055,-0.1,0.842936,-1.85429,-32.4217,65.8697
-0.05,-0.1,1.02556,-1.60705,-43.9122,61.1117
-0.045,-0.1,1.12242,-1.35561,-53.7959,55.0957
-0.04,-0.1,1.14366,-1.11899,-61.9795,48.3472
-0.035,-0.1,1.10064,-0.909595,-68.5254,41.3758
-0.03,-0.1,1.00547,-0.734506,-73.5832,34.6135
-0.025,-0.1,0.869644,-0.596155,-77.3531,28.4092
-0.02,-0.1,0.703267,-0.493109,-80.0532,23.0313
-0.015,-0.1,0.514653,-0.42091,-81.8938,18.6769
-0.01,-0.1,0.310297,-0.372857,-83.0568,15.4826
-0.005,-0.1,0.0951363,-0.34069,-83.6816,13.536
0,-0.1,-0.126983,-0.315152,-83.8554,12.8849
0.005,-0.1,-0.352607,-0.286256,-83.6052,13.5462
0.01,-0.1,-0.57853,-0.245009,-82.9113,15.4953
0.015,-0.1,-0.800316,-0.181389,-81.6773,18.6923
0.02,-0.1,-1.01217,-0.0866332,-79.7652,23.0429
0.025,-0.1,-1.20639,0.0465119,-76.996,28.4042
0.03,-0.1,-1.37311,0.223031,-73.1644,34.5745
0.035,-0.1,-1.50032,0.44476,-68.0591,41.2828
0.04,-0.1,-1.57435,0.709442,-61.4881,48.1815
0.045,-0.1,-1.5807,1.00982,-53.3104,54.8439
0.05,-0.1,-1.50543,1.33292,-43.4703,60.7714
0.055,-0.1,-1.33733,1.66004,-31.9955,65.4069
0.06,-0.1,-1.06886,1.96658,-19.1387,68.1607
0.065,-0.1,-0.699833,2.22309,-5.31315,68.4727
0.07,-0.1,-0.239003,2.3971,8.86898,65.881
0.075,-0.1,0.293764,2.45617,22.6101,60.0904
0.08,-0.1,0.866581,2.37195,34.9692,51.0498
0.085,-0.1,1.43602,2.12478,44.9382,39.0214
0.09,-0.1,1.94946,1.70865,51.5506,24.6239
0.095,-0.1,2.34944,1.13544,54.0161,8.83678
0.1,-0.1,2.58011,0.437879,51.8646,-7.05053
-0.1,-0.095,-2.33975,-0.923451,54.9332,9.36671
-0.095,-0.095,-1.99717,-1.51164,52.0956,26.2818
-0.09,-0.095,-1.53083,-1.95637,44.5458,41.6311
-0.085,-0.095,-0.996442,-2.24091,33.1789,54.2323
-0.08,-0.095,-0.446743,-2.36708,19.1227,63.3271
-0.075,-0.095,0.0735705,-2.35136,3.57149,68.5865
-0.07,-0.095,0.530874,-2.21902,-12.3861,70.0509
-0.065,-0.095,0.901373,-2.00165,-27.7675,68.1157
-0.06,-0.095,1.17665,-1.73352,-41.8168,63.2858
-0.055,-0.095,1.35605,-1.44455,-54.0475,56.2487
-0.05,-0.095,1.44629,-1.16008,-64.2121,47.7196
-0.045,-0.095,1.45656,-0.898472,-72.3265,38.4084
-0.04,-0.095,1.4014,-0.674494,-78.4765,28.9015
-0.035,-0.095,1.29558,-0.495871,-82.8865,19.6912
-0.03,-0.095,1.15248,-0.365299,-85.8481,11.1711
-0.025,-0.095,0.983441,-0.281355,-87.6777,3.63308
-0.02,-0.095,0.797321,-0.239484,-88.685,-2.7186
-0.015,-0.095,0.600353,-0.23291,-89.1485,-7.75033
-0.01,-0.095,0.396394,-0.253355,-89.2982,-11.3811
-0.005,-0.095,0.187382,-0.291594,-89.305,-13.5666
0,-0.095,-0.0260482,-0.337825,-89.2736,-14.2859
0.005,-0.095,-0.244038,-0.380948,-89.2366,-13.5375
0.01,-0.095,-0.465946,-0.413184,-89.1615,-11.3273
0.015,-0.095,-0.691035,-0.423142,-88.9427,-7.6711
0.02,-0.095,-0.916639,-0.400911,-88.4084,-2.62032
0.025,-0.095,-1.13783,-0.33739,-87.3292,3.7371
0.03,-0.095,-1.34696,-0.224918,-85.4298,11.2614
0.035,-0.095,-1.53343,-0.0581098,-82.4063,19.7437
0.04,-0.095,-1.68377,0.165131,-77.9507,28.8905
0.045,-0.095,-1.78225,0.442498,-71.7813,38.3109
0.05,-0.095,-1.81188,0.766194,-63.682,47.5129
0.055,-0.095,-1.75706,1.12425,-53.4952,55.953
0.06,-0.095,-1.60147,1.49215,-41.3015,62.8813
0.065,-0.095,-1.33703,1.8443,-27.3423,67.6264
0.07,-0.095,-0.96196,2.14779,-12.097,69.5222
0.075,-0.095,-0.484865,2.36634,3.71201,68.0146
0.08,-0.095,0.0732292,2.46386,19.1388,62.7555
0.085,-0.095,0.677913,2.40885,33.0702,53.6962
0.09,-0.095,1.28208,2.17967,44.3246,41.167
0.095,-0.095,1.82872,1.76988,51.7886,25.9227
0.1,-0.095,2.25593,1.19289,54.5808,9.13524
-0.1,-0.09,-1.88238,-1.55025,52.726,25.857
-0.095,-0.09,-1.39023,-1.99067,44.8022,42.1751
-0.09,-0.09,-0.826876,-2.26151,32.5441,55.4982
-0.085,-0.09,-0.248819,-2.36411,17.215,64.8833
-0.08,-0.09,0.295824,-2.31602,0.191869,69.8895
-0.075,-0.09,0.770766,-2.14591,-17.2068,70.5356
-0.07,-0.09,1.15278,-1.88701,-33.8894,67.1825
-0.065,-0.09,1.42921,-1.57596,-48.9376,60.5283
-0.06,-0.09,1.60256,-1.24669,-61.7556,51.328
-0.055,-0.09,1.6812,-0.927028,-72.0549,40.4283
-0.05,-0.09,1.67891,-0.638385,-79.7991,28.6331
-0.045,-0.09,1.60995,-0.394821,-85.2039,16.6589
-0.04,-0.09,1.4918,-0.205556,-88.5456,5.08399
-0.035,-0.09,1.34052,-0.0733809,-90.2029,-5.65801
-0.03,-0.09,1.16924,0.00325591,-90.5942,-15.254
-0.025,-0.09,0.987988,0.0291137,-90.1327,-23.5021
-0.02,-0.09,0.803536,0.0110861,-89.1978,-30.2885
-0.015,-0.09,0.619565,-0.0426565,-88.1156,-35.5621
-0.01,-0.09,0.437121,-0.123274,-87.1466,-39.311
-0.005,-0.09,0.255197,-0.221618,-86.4791,-41.5421
0,-0.09,0.0714276,-0.328399,-86.2268,-42.2666
0.005,-0.09,-0.11802,-0.433068,-86.4228,-41.495
0.01,-0.09,-0.314094,-0.528866,-87.031,-39.2181
0.015,-0.09,-0.519857,-0.604696,-87.941,-35.4227
0.02,-0.09,-0.735745,-0.650568,-88.961,-30.1082
0.025,-0.09,-0.959836,-0.656579,-89.8288,-23.2937
0.03,-0.09,-1.18723,-0.613366,-90.2193,-15.0371
0.035,-0.09,-1.40961,-0.51281,-89.7571,-5.45853
0.04,-0.09,-1.61502,-0.34903,-88.0365,5.23591
0.045,-0.09,-1.78807,-0.119574,-84.6498,16.7323
0.05,-0.09,-1.91064,0.173246,-79.2253,28.593
0.055,-0.09,-1.96498,0.523836,-71.4355,40.3263
0.06,-0.09,-1.92785,0.912132,-61.1385,51.1085
0.065,-0.09,-1.78478,1.31754,-48.3773,60.1963
0.07,-0.09,-1.52453,1.70985,-33.4413,66.7636
0.075,-0.09,-1.14458,2.05282,-16.9028,70.0263
0.08,-0.09,-0.654028,2.30668,0.374569,69.3447
0.085,-0.09,-0.0757586,2.43214,17.2667,64.3364
0.09,-0.09,0.552668,2.39539,32.4662,54.9873
0.095,-0.09,1.18007,2.17391,44.6104,41.7389
0.1,-0.09,1.74499,1.76221,52.4513,25.5288
-0.1,-0.085,-1.2953,-1.96457,46.0175,41.108
-0.095,-0.085,-0.715844,-2.23091,33.3472,55.4363
-0.09,-0.085,-0.119072,-2.32044,17.1044,65.4887
-0.085,-0.085,0.443253,-2.25057,-1.15536,70.6561
-0.08,-0.085,0.931744,-2.05125,-19.9005,70.8751
-0.075,-0.085,1.32113,-1.75934,-37.788,66.5366
-0.07,-0.085,1.59964,-1.41202,-53.805,58.3189
-0.065,-0.085,1.76599,-1.04676,-67.1932,47.1935
-0.06,-0.085,1.83202,-0.694131,-77.5786,34.1115
-0.055,-0.085,1.81339,-0.377474,-84.909,20.0189
-0.05,-0.085,1.72893,-0.112638,-89.3776,5.74615
-0.045,-0.085,1.59591,0.0914329,-91.4003,-8.03244
-0.04,-0.085,1.43308,0.231621,-91.4274,-20.8102
-0.035,-0.085,1.25593,0.309632,-89.9757,-32.2502
-0.03,-0.085,1.07613,0.330661,-87.5644,-42.1533
-0.025,-0.085,0.901558,0.301985,-84.6753,-50.4331
-0.02,-0.085,0.736458,0.231925,-81.73,-57.0838
-0.015,-0.085,0.58186,0.129105,-79.0773,-62.1482
-0.01,-0.085,0.436168,0.00201906,-76.9875,-65.6902
-0.005,-0.085,0.29581,-0.14113,-75.6516,-67.7722
0,-0.085,0.155932,-0.29239,-75.1828,-68.4389
0.005,-0.085,0.00979622,-0.443206,-75.6129,-67.7092
0.01,-0.085,-0.14504,-0.587377,-76.9058,-65.5645
0.015,-0.085,-0.314694,-0.715532,-78.9536,-61.9592
0.02,-0.085,-0.50235,-0.818507,-81.5597,-56.8362
0.025,-0.085,-0.708961,-0.886552,-84.4499,-50.1375
0.03,-0.085,-0.932544,-0.90958,-87.2739,-41.8272
0.035,-0.085,-1.16756,-0.877711,-89.6119,-31.9186
0.04,-0.085,-1.40446,-0.78214,-90.9878,-20.5046
0.045,-0.085,-1.62953,-0.616317,-90.8924,-7.78834
0.05,-0.085,-1.82518,-0.377377,-88.8181,5.88888
0.055,-0.085,-1.97317,-0.0655125,-84.2871,20.1172
0.06,-0.085,-2.04656,0.306601,-76.9233,34.0944
0.065,-0.085,-2.02604,0.723989,-66.5541,47.0487
0.07,-0.085,-1.89278,1.1616,-53.2392,58.0515
0.075,-0.085,-1.63441,1.58633,-37.3408,66.137
0.08,-0.085,-1.24847,1.95865,-19.5609,70.4046
0.085,-0.085,-0.745429,2.23565,-0.94193,70.1441
0.09,-0.085,-0.150947,2.37554,17.1821,64.9718
0.095,-0.085,0.493549,2.34324,33.2923,54.9555
0.1,-0.085,1.1324,2.11674,45.8485,40.7041
-0.1,-0.08,-0.663711,-2.15907,35.5753,53.9814
-0.095,-0.08,-0.0577888,-2.2483,18.8555,65.1478
-0.09,-0.08,0.516317,-2.16989,-0.366031,70.9994
-0.085,-0.08,1.0156,-1.95389,-20.3371,71.3265
-0.08,-0.08,1.41186,-1.63859,-39.4746,66.4717
-0.075,-0.08,1.69179,-1.2648,-56.5086,57.1934
-0.07,-0.08,1.85476,-0.869916,-70.5818,44.4618
-0.065,-0.08,1.90966,-0.488701,-81.1719,29.4663
-0.06,-0.08,1.87543,-0.146253,-88.1684,13.2885
-0.055,-0.08,1.77283,0.140061,-91.7739,-3.09225
-0.05,-0.08,1.62354,0.360672,-92.4104,-18.8803
-0.045,-0.08,1.44582,0.511862,-90.683,-33.4912
-0.04,-0.08,1.25813,0.596523,-87.1793,-46.5378
-0.035,-0.08,1.07399,0.61992,-82.5309,-57.8125
-0.03,-0.08,0.902754,0.590001,-77.3243,-67.254
-0.025,-0.08,0.749695,0.515617,-72.0766,-74.9065
-0.02,-0.08,0.616446,0.405606,-67.2216,-80.8803
-0.015,-0.08,0.501592,0.268228,-63.1047,-85.3158
-0.01,-0.08,0.401322,0.110916,-59.9853,-88.3532
-0.005,-0.08,0.310086,-0.0596895,-58.042,-90.1096
0,-0.08,0.221228,-0.237513,-57.3783,-90.6619
0.005,-0.08,0.126549,-0.416785,-58.0275,-90.0352
0.01,-0.08,0.0213874,-0.591819,-59.9493,-88.206
0.015,-0.08,-0.102044,-0.755784,-63.0485,-85.0953
0.02,-0.08,-0.249116,-0.900996,-67.1395,-80.5892
0.025,-0.08,-0.42326,-1.01862,-71.9573,-74.552
0.03,-0.08,-0.625249,-1.09873,-77.1524,-66.8495
0.035,-0.08,-0.852472,-1.13065,-82.2904,-57.3789
0.04,-0.08,-1.09829,-1.10365,-86.8573,-46.1042
0.045,-0.08,-1.35159,-1.00802,-90.2747,-33.094
0.05,-0.08,-1.59662,-0.836484,-91.9283,-18.5596
0.055,-0.08,-1.81553,-0.585062,-91.2115,-2.80986
0.06,-0.08,-1.98172,-0.257825,-87.5395,13.4686
0.065,-0.08,-2.07233,0.13615,-80.5161,29.5183
0.07,-0.08,-2.06329,0.578425,-69.9511,44.3719
0.075,-0.08,-1.93446,1.04139,-55.9548,56.9427
0.08,-0.08,-1.67321,1.48888,-39.0041,66.1194
0.085,-0.08,-1.27814,1.87823,-19.9762,70.8955
0.09,-0.08,-0.762259,2.16388,-0.134465,70.5216
0.095,-0.08,-0.154961,2.30245,18.9479,64.6625
0.1,-0.08,0.497738,2.25898,35.5329,53.5329
-0.1,-0.075,-0.0603082,-2.1543,22.407,63.7177
-0.095,-0.075,0.519728,-2.08219,2.57957,70.8498
-0.09,-0.075,1.02779,-1.864,-18.4629,71.9296
-0.085,-0.075,1.432,-1.53835,-38.8763,67.1807
-0.08,-0.075,1.71618,-1.14766,-57.1267,57.3505
-0.075,-0.075,1.87852,-0.732843,-72.1054,43.5344
-0.07,-0.075,1.92806,-0.32847,-83.1752,26.9519
-0.065,-0.075,1.8818,0.0360699,-90.1005,8.93801
-0.06,-0.075,1.76332,0.34219,-93.0559,-9.36537
-0.055,-0.075,1.59616,0.579115,-92.4974,-27.0098
-0.05,-0.075,1.40276,0.743503,-89.0589,-43.29
-0.045,-0.075,1.20052,0.836281,-83.5122,-57.7553
-0.04,-0.075,1.00659,0.86595,-76.5361,-70.1647
-0.035,-0.075,0.831486,0.840028,-68.847,-80.4671
-0.03,-0.075,0.681785,0.768211,-61.0614,-88.7514
-0.025,-0.075,0.560081,0.660002,-53.6981,-95.1973
-0.02,-0.075,0.465599,0.523969,-47.1728,-100.031
-0.015,-0.075,0.394895,0.367374,-41.8031,-103.485
-0.01,-0.075,0.342519,0.19612,-37.8185,-105.773
-0.005,-0.075,0.301627,0.0149433,-35.3713,-107.059
0,-0.075,0.264496,-0.172212,-34.5478,-107.452
0.005,-0.075,0.223181,-0.362228,-35.3878,-106.983
0.01,-0.075,0.169666,-0.55085,-37.8371,-105.621
0.015,-0.075,0.0961502,-0.73371,-41.8256,-103.258
0.02,-0.075,-0.00425255,-0.904991,-47.1931,-99.7279
0.025,-0.075,-0.136903,-1.05731,-53.7031,-94.8215
0.03,-0.075,-0.304943,-1.18159,-61.0321,-88.3097
0.035,-0.075,-0.508539,-1.26721,-68.7608,-79.9736
0.04,-0.075,-0.7441,-1.30251,-76.3707,-69.6427
0.045,-0.075,-1.00359,-1.2757,-83.2502,-57.2377
0.05,-0.075,-1.27406,-1.1761,-88.7141,-42.8175
0.055,-0.075,-1.5382,-0.996703,-92.0439,-26.5801
0.06,-0.075,-1.77372,-0.733484,-92.5094,-9.01505
0.065,-0.075,-1.95543,-0.389598,-89.4872,9.17432
0.07,-0.075,-2.05637,0.0237057,-82.536,27.0453
0.075,-0.075,-2.05103,0.485673,-71.4929,43.4563
0.08,-0.075,-1.91884,0.965767,-56.5651,57.1483
0.085,-0.075,-1.64804,1.42467,-38.3972,66.8687
0.09,-0.075,-1.23956,1.81688,-18.0949,71.5321
0.095,-0.075,-0.710126,2.09492,2.81491,70.401
0.1,-0.075,-0.0938911,2.21507,22.4993,63.261
-0.1,-0.07,0.461098,-1.98927,7.6066,69.9532
-0.095,-0.07,0.975628,-1.78451,-14.261,72.5103
-0.09,-0.07,1.38929,-1.46307,-35.9403,68.6035
-0.085,-0.07,1.68209,-1.06797,-55.5974,58.8937
-0.08,-0.07,1.84937,-0.641936,-71.8387,44.5063
-0.075,-0.07,1.89921,-0.22293,-83.7872,26.8237
-0.07,-0.07,1.84827,0.159514,-91.0755,7.25898
-0.065,-0.07,1.71905,0.482908,-93.7796,-12.784
-0.06,-0.07,1.53741,0.735364,-92.3604,-32.1725
-0.055,-0.07,1.32759,0.912533,-87.5098,-50.0462
-0.05,-0.07,1.11103,1.01666,-80.0443,-65.8358
-0.045,-0.07,0.903535,1.05284,-70.8546,-79.2534
-0.04,-0.07,0.719152,1.03329,-60.7058,-90.2151
-0.035,-0.07,0.56508,0.967149,-50.336,-98.8564
-0.03,-0.07,0.445105,0.864839,-40.3538,-105.416
-0.025,-0.07,0.35939,0.735677,-31.2467,-110.202
-0.02,-0.07,0.305223,0.587337,-23.3867,-113.546
-0.015,-0.07,0.277735,0.425669,-17.0443,-115.763
-0.01,-0.07,0.270525,0.254801,-12.4049,-117.126
-0.005,-0.07,0.276166,0.0774659,-9.5867,-117.841
0,-0.07,0.286597,-0.104535,-8.6541,-118.039
0.005,-0.07,0.293352,-0.289847,-9.61905,-117.764
0.01,-0.07,0.288182,-0.476818,-12.463,-116.979
0.015,-0.07,0.262801,-0.66307,-17.1209,-115.549
0.02,-0.07,0.209551,-0.844793,-23.4718,-113.265
0.025,-0.07,0.121829,-1.01637,-31.327,-109.855
0.03,-0.07,-0.00531472,-1.17013,-40.4136,-105.005
0.035,-0.07,-0.174437,-1.29629,-50.357,-98.3855
0.04,-0.07,-0.384879,-1.38325,-60.6681,-89.6931
0.045,-0.07,-0.631936,-1.41826,-70.7375,-78.6938
0.05,-0.07,-0.906133,-1.38851,-79.8446,-65.278
0.055,-0.07,-1.19276,-1.28268,-87.1973,-49.5065
0.06,-0.07,-1.47217,-1.09257,-91.94,-31.6829
0.065,-0.07,-1.7198,-0.815335,-93.2635,-12.3802
0.07,-0.07,-1.90829,-0.455422,-90.4883,7.53993
0.075,-0.07,-2.00947,-0.0262644,-83.1749,26.9448
0.08,-0.07,-1.99747,0.448643,-71.2368,44.4937
0.085,-0.07,-1.85249,0.935762,-55.039,58.7494
0.09,-0.07,-1.56491,1.39295,-35.46,68.3384
0.095,-0.07,-1.1391,1.77255,-13.8925,72.1463
0.1,-0.07,-0.596355,2.02623,7.83445,69.5252
-0.1,-0.065,0.867565,-1.71196,-7.77675,72.6841
-0.095,-0.065,1.2913,-1.41016,-30.6029,70.4491
-0.09,-0.065,1.59704,-1.02446,-51.8135,61.6573
-0.085,-0.065,1.77617,-0.598519,-69.6774,47.3856
-0.08,-0.065,1.83391,-0.172337,-83.0154,29.0912
-0.075,-0.065,1.78609,0.221272,-91.2338,8.38177
-0.07,-0.065,1.65454,0.559028,-94.2656,-13.1999
-0.065,-0.065,1.46466,0.825845,-92.5003,-34.2533
-0.06,-0.065,1.24256,1.01604,-86.6695,-53.7175
-0.055,-0.065,1.01145,1.13096,-77.6713,-70.8673
-0.05,-0.065,0.790521,1.17738,-66.4676,-85.3027
-0.045,-0.065,0.59288,1.16358,-54.0296,-96.8984
-0.04,-0.065,0.428956,1.1042,-41.1641,-105.787
-0.035,-0.065,0.30316,1.00882,-28.5956,-112.253
-0.03,-0.065,0.216649,0.887816,-16.8939,-116.677
-0.025,-0.065,0.167489,0.749761,-6.48904,-119.487
-0.02,-0.065,0.151464,0.601081,2.31266,-121.107
-0.015,-0.065,0.162775,0.446052,9.30594,-121.921
-0.01,-0.065,0.194591,0.287035,14.3625,-122.252
-0.005,-0.065,0.239448,0.124884,17.4085,-122.34
0,-0.065,0.289499,-0.0405323,18.4074,-122.332
0.005,-0.065,0.336831,-0.209419,17.3612,-122.279
0.01,-0.065,0.372712,-0.382832,14.2718,-122.13
0.015,-0.065,0.389618,-0.560018,9.17877,-121.738
0.02,-0.065,0.379661,-0.739097,2.15878,-120.861
0.025,-0.065,0.335538,-0.916293,-6.65693,-119.176
0.03,-0.065,0.251035,-1.08556,-17.0601,-116.299
0.035,-0.065,0.121697,-1.23839,-28.7416,-111.808
0.04,-0.065,-0.0543461,-1.36392,-41.2685,-105.278
0.045,-0.065,-0.275472,-1.44932,-54.0691,-96.3323
0.05,-0.065,-0.535672,-1.4807,-66.4291,-84.6954
0.055,-0.065,-0.823356,-1.44339,-77.5136,-70.2758
0.06,-0.065,-1.1226,-1.32732,-86.3965,-53.1477
0.065,-0.065,-1.41097,-1.12396,-92.1119,-33.7389
0.07,-0.065,-1.66226,-0.831634,-93.7715,-12.7807
0.075,-0.065,-1.84759,-0.456807,-90.6727,8.66435
0.08,-0.065,-1.93812,-0.0157035,-82.4295,29.2417
0.085,-0.065,-1.90851,0.464917,-69.0982,47.3981
0.09,-0.065,-1.74097,0.948232,-51.2757,61.5332
0.095,-0.065,-1.42944,1.38941,-30.1437,70.1993
0.1,-0.065,-0.983287,1.73941,-7.43329,72.3323
-0.1,-0.06,1.14559,-1.37123,-22.8354,72.1979
-0.095,-0.06,1.467,-1.00963,-45.6161,65.2377
-0.09,-0.06,1.66426,-0.596452,-65.4089,51.9148
-0.085,-0.06,1.73852,-0.172971,-80.662,33.6814
-0.08,-0.06,1.70276,0.225677,-90.4652,12.2675
-0.075,-0.06,1.57806,0.573025,-94.5382,-10.5607
-0.07,-0.06,1.38899,0.852441,-93.128,-33.1958
-0.065,-0.06,1.16152,1.05584,-86.9203,-54.3019
-0.06,-0.06,0.920484,1.18281,-76.889,-72.9431
-0.055,-0.06,0.686803,1.23929,-64.1013,-88.5633
-0.05,-0.06,0.476624,1.23537,-49.6231,-100.952
-0.045,-0.06,0.299942,1.18172,-34.4708,-110.163
-0.04,-0.06,0.163416,1.09347,-19.4471,-116.526
-0.035,-0.06,0.0690876,0.980177,-5.23425,-120.472
-0.03,-0.06,0.0158848,0.851539,7.66391,-122.513
-0.025,-0.06,0.000274282,0.714975,18.8964,-123.177
-0.02,-0.06,0.0170648,0.575476,28.2385,-122.963
-0.015,-0.06,0.0600511,0.435741,35.5614,-122.309
-0.01,-0.06,0.122472,0.296508,40.8017,-121.573
-0.005,-0.06,0.197289,0.157013,43.9344,-121.016
0,-0.06,0.277314,0.0155191,44.9534,-120.798
0.005,-0.06,0.355269,-0.129801,43.875,-120.973
0.01,-0.06,0.423049,-0.281724,40.6838,-121.481
0.015,-0.06,0.473994,-0.440985,35.3916,-122.167
0.02,-0.06,0.500481,-0.607414,28.0257,-122.766
0.025,-0.06,0.495049,-0.778973,18.6524,-122.92
0.03,-0.06,0.450792,-0.951315,7.40367,-122.191
0.035,-0.06,0.361936,-1.11748,-5.4926,-120.08
0.04,-0.06,0.224621,-1.26782,-19.6821,-116.06
0.045,-0.06,0.0378152,-1.39022,-34.6578,-109.626
0.05,-0.06,-0.195697,-1.47067,-49.7451,-100.344
0.055,-0.06,-0.468272,-1.49268,-64.0966,-87.9528
0.06,-0.06,-0.766842,-1.44474,-76.7682,-72.3275
0.065,-0.06,-1.07246,-1.31436,-86.6728,-53.7097
0.07,-0.06,-1.36133,-1.09493,-92.7491,-32.6649
0.075,-0.06,-1.60568,-0.786789,-94.0587,-10.1366
0.08,-0.06,-1.77589,-0.399252,-89.9276,12.567
0.085,-0.06,-1.8435,0.0480466,-80.0954,33.8436
0.09,-0.06,-1.78508,0.524807,-64.8465,51.9323
0.095,-0.06,-1.58633,0.991143,-45.0964,65.1104
0.1,-0.06,-1.24629,1.40035,-22.4013,71.9376
-0.1,-0.055,1.29747,-1.01091,-36.8612,68.9872
-0.095,-0.055,1.51682,-0.624282,-58.7365,57.5946
-0.09,-0.055,1.61502,-0.215023,-76.3664,40.2713
-0.085,-0.055,1.60089,0.180108,-88.4359,18.791
-0.08,-0.055,1.4927,0.532069,-94.3378,-4.90714
-0.075,-0.055,1.31433,0.821081,-94.1167,-28.9639
-0.07,-0.055,1.09097,1.03687,-88.3287,-51.7707
-0.065,-0.055,0.847261,1.17725,-77.9276,-72.1001
-0.06,-0.055,0.60574,1.24595,-64.092,-89.1833
-0.055,-0.055,0.384286,1.25223,-48.0174,-102.654
-0.05,-0.055,0.195662,1.20824,-30.8335,-112.501
-0.045,-0.055,0.0464858,1.12625,-13.5602,-118.962
-0.04,-0.055,-0.0597272,1.02025,3.02627,-122.534
-0.035,-0.055,-0.122937,0.899465,18.3172,-123.792
-0.03,-0.055,-0.145932,0.772497,31.8955,-123.357
-0.025,-0.055,-0.133321,0.645399,43.5039,-121.837
-0.02,-0.055,-0.0907713,0.52171,53.0094,-119.788
-0.015,-0.055,-0.0244506,0.402693,60.3654,-117.686
-0.01,-0.055,0.0593299,0.287723,65.5766,-115.907
-0.005,-0.055,0.154283,0.174758,68.6686,-114.726
0,-0.055,0.254165,0.0608509,69.6661,-114.305
0.005,-0.055,0.352644,-0.057494,68.5997,-114.7
0.01,-0.055,0.442492,-0.183615,65.438,-115.848
0.015,-0.055,0.518167,-0.319616,60.163,-117.59
0.02,-0.055,0.572669,-0.466714,52.7511,-119.65
0.025,-0.055,0.59881,-0.624384,43.2001,-121.647
0.03,-0.055,0.589495,-0.789882,31.5597,-123.106
0.035,-0.055,0.5382,-0.957871,17.9662,-123.472
0.04,-0.055,0.439663,-1.12021,2.68071,-122.136
0.045,-0.055,0.290769,-1.26599,-13.8756,-118.482
0.05,-0.055,0.0915453,-1.38192,-31.0946,-111.935
0.055,-0.055,-0.154263,-1.45131,-48.1616,-102.057
0.06,-0.055,-0.436338,-1.46113,-64.1251,-88.5558
0.065,-0.055,-0.739509,-1.39683,-77.831,-71.4632
0.07,-0.055,-1.0432,-1.24819,-88.0849,-51.1565
0.075,-0.055,-1.32201,-1.01065,-93.7468,-28.4239
0.08,-0.055,-1.54729,-0.68748,-93.8794,-4.47757
0.085,-0.055,-1.68969,-0.291558,-87.9141,19.0913
0.09,-0.055,-1.72253,0.153703,-75.8115,40.4265
0.095,-0.055,-1.62579,0.614591,-58.186,57.5939
